Date,Revenue,COGS,number_of_order,number_of_customer,sum_of_sessions,sum_of_page_views,sum_of_shipping_fee,number_visitor_review,mean_of_rating,sum_of_refund,number_of_customer_signup
2020-06-11,4027121.39,3106482.9,115,114,42916.0,167050.0,334.75,35.0,4.0285714285714285,125795.69,59.0
2020-06-12,2833219.35,2245340.12,89,88,44428.0,201234.0,311.96,27.0,4.148148148148148,154389.59,52.0
2020-06-13,2840132.87,2324352.25,92,92,40898.0,172585.0,322.83,30.0,3.933333333333333,73646.12,50.0
2020-06-14,3797554.63,3078986.36,121,121,43306.0,211437.0,340.13,36.0,3.8333333333333335,210952.76,54.0
2020-06-15,3921468.12,3112876.56,130,129,42980.0,138712.0,287.2,30.0,4.1,113446.3,31.0
2020-06-16,3620819.64,2950472.85,119,119,35345.0,181042.0,530.49,31.0,4.096774193548387,51256.619999999995,57.0
2020-06-17,4864660.1,3741174.91,152,152,36067.0,197255.0,437.13,20.0,4.55,167461.31,54.0
2020-06-18,4188150.34,3329563.04,131,129,41392.0,180184.0,438.62,22.0,3.8181818181818183,24169.03,55.0
2020-06-19,2960897.79,2329260.25,94,94,48502.0,166918.0,394.42,26.0,4.115384615384615,133826.21,58.0
2020-06-20,2189006.74,1795056.75,82,82,42409.0,208518.0,318.07,22.0,4.090909090909091,95524.72,48.0
2020-06-21,3477329.48,2740967.86,105,105,44397.0,205562.0,315.34,24.0,4.208333333333333,251370.25,39.0
2020-06-22,3068801.79,2472668.81,104,103,43423.0,183887.0,404.02,22.0,3.9545454545454546,127821.02,34.0
2020-06-23,3277142.11,2715748.0,99,99,46640.0,203779.0,307.06,22.0,3.6818181818181817,152473.74,53.0
2020-06-24,4983800.13,4272479.54,170,170,43528.0,211079.0,310.39,23.0,4.217391304347826,38121.149999999994,42.0
2020-06-25,4480875.32,3949301.47,147,147,43580.0,151493.0,539.05,21.0,3.9523809523809526,173169.74,53.0
2020-06-26,3538964.96,3128909.95,118,116,40569.0,186283.0,493.35,27.0,3.740740740740741,89910.37,35.0
2020-06-27,2952009.99,2893474.01,99,99,37310.0,182508.0,354.1,29.0,4.103448275862069,12246.86,54.0
2020-06-28,4033143.22,4037949.63,142,140,39395.0,150566.0,618.77,22.0,3.9545454545454546,138564.47,53.0
2020-06-29,5223388.62,5021085.51,205,203,40040.0,185068.0,682.0699999999999,19.0,4.157894736842105,39713.270000000004,51.0
2020-06-30,5506677.04,5509880.9,199,196,42180.0,170415.0,627.47,15.0,3.7333333333333334,26803.78,45.0
2020-07-01,4785799.65,4637675.06,206,206,30595.0,99837.0,915.74,22.0,3.6818181818181817,102411.65,46.0
2020-07-02,4866951.38,4707883.99,206,204,27460.0,146044.0,978.65,19.0,4.421052631578948,201482.30000000002,32.0
2020-07-03,3696972.88,3771036.88,158,158,30149.0,101564.0,686.3,22.0,3.909090909090909,50577.33,46.0
2020-07-04,706367.78,665027.87,37,36,36231.0,167563.0,452.22,19.0,3.736842105263158,64599.91,46.0
2020-07-05,1406074.5,1343687.36,51,51,32159.0,164511.0,524.35,23.0,3.869565217391304,59947.72,57.0
2020-07-06,2077312.99,1986626.45,82,82,31155.0,120153.0,224.79,28.0,4.25,113406.48999999999,48.0
2020-07-07,2024009.16,2068227.77,71,71,31719.0,131244.0,217.92,14.0,3.7142857142857144,173755.72,38.0
2020-07-08,1848400.71,1796794.0,80,79,34532.0,127995.0,304.92,24.0,3.7916666666666665,84667.31,40.0
2020-07-09,2881762.16,2884926.26,120,120,31532.0,144420.0,380.58,21.0,4.0,104794.79000000001,44.0
2020-07-10,2456330.77,2270775.74,104,102,33515.0,138606.0,345.36,24.0,4.708333333333333,354074.16,56.0
2020-07-11,2777782.43,2617463.18,88,88,32050.0,133615.0,292.19,20.0,3.85,37361.009999999995,46.0
2020-07-12,2353469.99,2352864.85,93,92,27495.0,150199.0,432.91,17.0,4.176470588235294,76156.4,47.0
2020-07-13,2674159.75,2528820.54,85,85,35078.0,148375.0,405.82,32.0,4.375,76991.64,54.0
2020-07-14,2241406.69,2199143.63,85,85,32527.0,137331.0,398.72,24.0,3.6,112844.14,32.0
2020-07-15,2628917.79,2573366.47,98,97,32171.0,161809.0,305.34,20.0,4.05,102189.66,49.0
2020-07-16,3496916.1,3417273.9,134,133,30941.0,125983.0,279.48,25.0,4.0,63201.37,54.0
2020-07-17,2963494.21,2910103.21,112,111,33050.0,151997.0,355.3,24.0,4.25,97339.72,44.0
2020-07-18,2167217.41,2102740.45,88,88,27761.0,151543.0,444.56,23.0,4.0,44297.1,58.0
2020-07-19,2598183.41,2439859.2,80,80,34393.0,145541.0,606.35,23.0,3.869565217391304,110670.4,54.0
2020-07-20,2378509.49,2153084.64,73,72,37632.0,155007.0,404.17,24.0,4.333333333333333,33635.450000000004,42.0
2020-07-21,3060145.15,2555988.41,97,97,35054.0,126216.0,232.67000000000002,23.0,4.217391304347826,103331.32,50.0
2020-07-22,3102912.51,2421357.03,101,101,29644.0,125613.0,365.46,14.0,3.7142857142857144,126220.79,55.0
2020-07-23,3882974.91,3066175.92,136,136,31569.0,159907.0,446.25,23.0,3.782608695652174,63713.87,31.0
2020-07-24,3897982.79,3118044.81,139,139,27412.0,122794.0,500.28000000000003,22.0,3.9545454545454546,38491.29,49.0
2020-07-25,2726776.18,2185291.86,84,84,31945.0,162927.0,343.26,16.0,3.75,93857.12,41.0
2020-07-26,2852671.37,2228931.73,83,83,34829.0,177075.0,208.01,16.0,4.25,103332.11,48.0
2020-07-27,2831486.13,2289596.5,96,96,35833.0,192786.0,434.28000000000003,18.0,3.8947368421052633,64818.93,50.0
2020-07-28,2395619.59,1857411.18,76,76,34319.0,128819.0,146.84,17.0,3.9411764705882355,70095.4,43.0
2020-07-29,3158908.2,2317187.54,99,98,26016.0,110402.0,272.77,26.0,4.3076923076923075,69732.24,55.0
2020-07-30,4151632.35,3350026.58,133,133,31271.0,159400.0,313.37,25.0,3.88,58429.729999999996,54.0
2020-07-31,5610491.95,4496247.74,198,198,31816.0,112511.0,419.62,20.0,3.8,90732.37000000001,50.0
2020-08-01,6132541.37,4909626.33,176,176,37813.0,199410.0,443.36,22.0,4.454545454545454,63990.34,49.0
2020-08-02,5345584.67,4186394.94,173,173,35863.0,153799.0,654.41,22.0,3.6818181818181817,113977.2,36.0
2020-08-03,4397713.48,3443554.44,138,138,38720.0,177199.0,472.51,13.0,3.769230769230769,117891.45999999999,47.0
2020-08-04,3298352.62,2591360.98,115,115,34620.0,139818.0,523.63,16.0,4.0,99783.73,62.0
2020-08-05,2223462.81,1734678.05,64,64,36418.0,187350.0,372.18,21.0,4.285714285714286,66186.23,44.0
2020-08-06,2991469.99,2308279.85,91,91,35171.0,161966.0,184.94,28.0,3.892857142857143,21884.36,44.0
2020-08-07,3277756.91,2547914.06,92,92,41155.0,133104.0,389.35,17.0,3.5294117647058822,110473.23,55.0
2020-08-08,2449651.51,2088845.7,68,68,35669.0,145029.0,285.18,19.0,4.0,22007.41,57.0
2020-08-09,2935305.67,2352528.07,69,68,37676.0,164147.0,240.92,18.0,4.388888888888889,44428.28,49.0
2020-08-10,2914723.92,2318822.04,81,81,35228.0,153470.0,239.03,10.0,3.9,154545.89,48.0
2020-08-11,2533038.45,2110648.66,93,93,37719.0,200458.0,264.25,21.0,4.095238095238095,182329.65,42.0
2020-08-12,4245177.97,3574622.62,105,105,39180.0,215466.0,168.72,21.0,3.5238095238095237,103718.76,47.0
2020-08-13,3438121.83,2662240.38,107,107,40215.0,205003.0,177.79,16.0,4.375,142633.85,52.0
2020-08-14,3685522.51,2879232.79,103,103,35760.0,166236.0,300.46,23.0,3.9130434782608696,40482.77,45.0
2020-08-15,2556409.43,2072000.19,88,88,33356.0,178584.0,283.86,11.0,4.0,159806.8,50.0
2020-08-16,2596444.46,2077063.06,79,79,37006.0,157212.0,253.74,22.0,4.2272727272727275,96291.05,39.0
2020-08-17,3646382.12,2892437.08,95,95,34854.0,118396.0,322.44,19.0,4.105263157894737,30745.94,62.0
2020-08-18,3240488.83,2493505.46,103,102,37531.0,203174.0,241.65,17.0,3.588235294117647,257421.97,48.0
2020-08-19,3279887.27,2543910.75,98,97,34147.0,185856.0,190.55,20.0,4.25,50503.06,52.0
2020-08-20,3569013.59,2909846.44,119,117,36424.0,182461.0,336.45,15.0,3.6666666666666665,92268.33,54.0
2020-08-21,3939388.46,3133654.06,122,121,33606.0,109747.0,456.47,21.0,3.9047619047619047,50040.49,41.0
2020-08-22,2465099.71,2000862.66,72,72,30963.0,154853.0,222.82999999999998,9.0,4.444444444444445,129564.06999999999,38.0
2020-08-23,2832425.22,2280579.88,90,90,39987.0,209083.0,288.9,19.0,4.2105263157894735,229464.66,41.0
2020-08-24,3217603.07,2631929.43,96,96,33539.0,119660.0,322.93,20.0,3.55,55657.509999999995,55.0
2020-08-25,2428315.18,1917538.84,83,83,32268.0,160031.0,321.69,22.0,4.045454545454546,224674.37,51.0
2020-08-26,3194953.82,2616197.98,96,96,35762.0,185700.0,420.64,25.0,4.12,26461.88,59.0
2020-08-27,4445347.68,3675387.97,136,135,38266.0,200768.0,402.92,12.0,3.3333333333333335,121089.59,38.0
2020-08-28,7296538.72,5928088.7,232,232,38993.0,174686.0,423.3,21.0,4.238095238095238,141664.97999999998,53.0
2020-08-29,7517051.79,6089417.86,229,228,36212.0,191116.0,451.95,14.0,4.428571428571429,49279.0,45.0
2020-08-30,8480394.59,6775599.46,251,250,36313.0,161767.0,678.6,22.0,4.2727272727272725,106111.42,49.0
2020-08-31,7490849.71,6294569.34,210,209,30899.0,120249.0,828.9,13.0,4.076923076923077,180785.76,56.0
2020-09-01,6047477.92,5072223.86,179,179,25779.0,82568.0,647.81,18.0,3.5555555555555554,48140.15,52.0
2020-09-02,1434923.77,1282633.72,41,41,25740.0,87892.0,411.18,17.0,4.0,51617.96000000001,48.0
2020-09-03,1557705.54,1435356.63,41,41,21880.0,72566.0,339.08,13.0,3.6923076923076925,29906.47,43.0
2020-09-04,1425115.38,1249060.77,48,47,26341.0,125151.0,235.93,12.0,4.5,81956.28,49.0
2020-09-05,1581867.47,1449235.72,54,52,27061.0,109833.0,152.28,23.0,3.869565217391304,92263.31,48.0
2020-09-06,2654105.11,2377874.42,75,75,27527.0,108802.0,202.17000000000002,22.0,3.909090909090909,136150.87,49.0
2020-09-07,2479133.84,2159138.36,83,83,24662.0,108662.0,147.77,15.0,4.0,87430.97,58.0
2020-09-08,2542645.13,2183405.0,90,90,22647.0,121854.0,313.45,21.0,3.9047619047619047,109955.40999999999,41.0
2020-09-09,1979410.07,1799215.01,69,69,23534.0,84994.0,299.24,18.0,3.888888888888889,119731.7,36.0
2020-09-10,3146008.14,2761931.92,82,80,24599.0,105977.0,365.56,19.0,4.578947368421052,170292.67,54.0
2020-09-11,1990335.39,1821328.74,72,70,25825.0,95585.0,298.39,16.0,4.3125,98258.92,44.0
2020-09-12,2806228.3,2605429.08,79,79,25785.0,123384.0,244.16,28.0,4.071428571428571,130925.63,44.0
2020-09-13,2240095.92,1957201.32,88,87,21475.0,95840.0,296.48,30.0,3.7666666666666666,32236.100000000002,52.0
2020-09-14,2832905.03,2603630.98,101,100,28528.0,108347.0,234.72,14.0,3.642857142857143,84596.82,36.0
2020-09-15,2914536.51,2476205.19,107,107,30267.0,113275.0,332.76,21.0,3.6666666666666665,132698.05000000002,47.0
2020-09-16,1994638.41,1821831.75,57,57,26144.0,86584.0,363.08,19.0,3.6315789473684212,105148.29000000001,51.0
2020-09-17,1827659.24,1626961.14,62,62,27837.0,114571.0,380.28,23.0,4.0,158598.2,48.0
2020-09-18,2600220.08,2233677.06,74,74,21105.0,100383.0,222.44,20.0,4.2,108888.12,41.0
2020-09-19,1806587.98,1582702.76,61,61,23948.0,83188.0,290.05,14.0,3.9285714285714284,77379.02,53.0
2020-09-20,2334885.81,2132834.58,67,67,29247.0,115136.0,141.53,17.0,4.176470588235294,199739.9,44.0
2020-09-21,3082015.84,2723671.97,101,101,29246.0,136066.0,203.64,26.0,4.0,41341.97,59.0
2020-09-22,2827707.7,2426080.5,93,93,27835.0,106244.0,153.49,16.0,4.25,211361.13,43.0
2020-09-23,2254030.17,2095482.45,72,72,28929.0,145147.0,248.29999999999998,20.0,3.8,129841.23,49.0
2020-09-24,2021614.99,1879290.21,71,70,22265.0,114577.0,367.08,12.0,3.9166666666666665,101392.74,48.0
2020-09-25,2587034.31,2341681.4,77,77,30621.0,109054.0,357.91,22.0,3.772727272727273,19564.64,34.0
2020-09-26,2219447.23,2025784.18,71,71,25054.0,118576.0,334.53,16.0,3.625,53894.759999999995,40.0
2020-09-27,3907778.93,3495826.9,138,137,29837.0,142121.0,241.46,19.0,4.2105263157894735,64298.5,50.0
2020-09-28,4681424.38,4163962.01,155,154,28965.0,125634.0,370.42,22.0,3.8181818181818183,8144.37,50.0
2020-09-29,3862957.51,3418321.41,135,135,27997.0,137528.0,481.23,13.0,3.6153846153846154,114037.88,49.0
2020-09-30,3185317.6,2835582.57,100,99,23089.0,113390.0,493.8,15.0,3.4,72006.99,49.0
2020-10-01,2053948.94,1801442.13,78,78,21266.0,76549.0,422.4,14.0,4.214285714285714,35360.520000000004,51.0
2020-10-02,844947.12,672777.16,19,19,18119.0,77416.0,328.12,15.0,3.3333333333333335,23760.28,50.0
2020-10-03,1819620.17,1400911.62,46,46,20645.0,67383.0,230.54,13.0,4.230769230769231,56494.229999999996,61.0
2020-10-04,1305849.84,1031248.84,39,39,19416.0,73170.0,254.19,10.0,3.9,40901.58,58.0
2020-10-05,1476045.28,1106750.78,47,47,24911.0,131231.0,60.66,9.0,3.6666666666666665,30650.64,38.0
2020-10-06,2225510.95,1785750.97,64,63,23347.0,99243.0,71.41,8.0,4.5,76444.89,50.0
2020-10-07,2084609.48,1633404.7,64,64,21132.0,84375.0,248.1,14.0,4.357142857142857,108007.85,55.0
2020-10-08,1798621.9,1415449.28,52,52,20037.0,64298.0,206.17,16.0,3.6875,131537.26,46.0
2020-10-09,1682037.65,1404182.57,46,46,22199.0,101056.0,174.87,14.0,4.142857142857143,65132.16,51.0
2020-10-10,2023437.43,1582185.76,53,52,20615.0,103142.0,242.95000000000002,15.0,3.933333333333333,89884.22,53.0
2020-10-11,1446988.51,1177371.98,46,46,20115.0,93659.0,182.62,14.0,4.142857142857143,78507.45999999999,59.0
2020-10-12,1856496.7,1470316.91,57,57,20896.0,72670.0,165.13,13.0,3.8461538461538463,18230.54,51.0
2020-10-13,3071390.97,2435896.58,92,91,20981.0,82348.0,258.3,16.0,3.9375,84181.19,59.0
2020-10-14,2627129.58,2030216.9,72,70,21476.0,80061.0,447.39,13.0,3.5384615384615383,88062.72,47.0
2020-10-15,1826480.99,1499468.55,44,44,20834.0,105217.0,210.74,15.0,4.266666666666667,103822.31,57.0
2020-10-16,2213689.11,1814772.4,67,67,21601.0,104505.0,206.07999999999998,12.0,4.0,169286.99,44.0
2020-10-17,2024181.52,1623856.95,61,61,21266.0,71380.0,306.19,8.0,4.125,64597.23,52.0
2020-10-18,2416150.55,2000897.4,62,61,20371.0,78229.0,132.91,10.0,4.0,12463.470000000001,41.0
2020-10-19,1798941.77,1455468.16,46,46,19438.0,66703.0,45.97,5.0,3.8,51908.42,64.0
2020-10-20,2361849.87,1800189.76,77,76,19028.0,64480.0,190.36,11.0,4.090909090909091,67990.23000000001,44.0
2020-10-21,2168284.88,1762213.02,72,72,23461.0,125439.0,142.81,11.0,4.090909090909091,47990.8,42.0
2020-10-22,2384359.77,1939167.59,61,61,19036.0,92719.0,166.27,9.0,4.444444444444445,73515.35,52.0
2020-10-23,1313373.58,984874.54,53,52,22434.0,111878.0,139.45,14.0,3.857142857142857,56057.58,45.0
2020-10-24,2435210.66,1935814.16,71,71,22947.0,96280.0,226.34,11.0,4.2727272727272725,56679.729999999996,50.0
2020-10-25,2045855.5,1595051.09,63,63,19591.0,93877.0,252.84,13.0,4.0,32569.809999999998,36.0
2020-10-26,2383306.02,1881515.76,75,73,21875.0,75409.0,158.53,13.0,3.8461538461538463,27329.65,52.0
2020-10-27,3242319.66,2668015.76,101,97,22036.0,78948.0,232.48999999999998,16.0,3.8125,85196.98999999999,43.0
2020-10-28,4138715.4,3246854.44,122,122,20859.0,66974.0,242.39000000000001,5.0,4.8,112872.45497041421,52.0
2020-10-29,3361148.04,2777298.73,109,108,21829.0,95302.0,330.53,11.0,4.2727272727272725,5950.79,40.0
2020-10-30,2606337.42,2045887.36,87,87,22356.0,94204.0,415.4,12.0,3.8333333333333335,36615.89,47.0
2020-10-31,3099623.67,2419274.6,96,95,23949.0,111408.0,403.38,10.0,4.6,38302.27,46.0
2020-11-01,2000351.9,1651707.88,56,56,18245.0,61204.0,427.75,15.0,4.0,17918.03,49.0
2020-11-02,1609265.54,1276568.22,47,47,19551.0,64224.0,224.61,12.0,3.8333333333333335,118624.86,52.0
2020-11-03,1148970.3,951051.1,37,36,17361.0,82603.0,244.76,17.0,3.823529411764706,35394.7,52.0
2020-11-04,1475675.48,1140886.92,48,47,16277.0,56661.0,106.49,13.0,4.076923076923077,115760.19,46.0
2020-11-05,1340308.97,1063954.02,47,47,15813.0,64934.0,156.6,6.0,3.8333333333333335,46698.68,59.0
2020-11-06,717152.89,537123.9,27,26,16918.0,85878.0,195.2,11.0,4.818181818181818,68399.52,55.0
2020-11-07,1261006.58,1012158.51,38,38,17082.0,79468.0,130.47,10.0,3.3,236610.24,44.0
2020-11-08,1462906.75,1152752.12,48,48,18445.0,81091.0,148.75,11.0,4.181818181818182,37484.13,48.0
2020-11-09,1841341.67,1500031.86,58,57,17701.0,76286.0,66.4,14.0,3.857142857142857,105657.19336391438,54.0
2020-11-10,1423817.05,1131446.53,50,50,19293.0,77336.0,183.69,5.0,3.2,11581.72,59.0
2020-11-11,1850484.56,1510899.02,47,47,18790.0,76190.0,182.43,7.0,3.7142857142857144,46009.86,49.0
2020-11-12,1742209.81,1490266.12,50,50,17856.0,86498.0,153.25,14.0,3.4,112170.54000000001,44.0
2020-11-13,1874908.56,1475799.13,54,54,17396.0,77474.0,166.53,17.0,4.0588235294117645,40570.41,41.0
2020-11-14,1505407.33,1170919.18,39,39,17694.0,72612.0,154.99,10.0,3.9,79219.73,66.0
2020-11-15,1822943.34,1452200.16,51,51,14260.0,61122.0,164.64,11.0,3.6363636363636362,9936.9,55.0
2020-11-16,1677772.33,1289405.39,58,58,18092.0,97390.0,146.95,7.0,3.2857142857142856,51772.65,44.0
2020-11-17,1698265.63,1375791.27,59,59,16039.0,67477.0,171.55,15.0,3.466666666666667,128910.4,45.0
2020-11-18,1708292.62,1460231.18,51,50,16491.0,73039.0,226.51,8.0,3.5,70931.83,53.0
2020-11-19,1389140.38,1147069.41,48,48,16250.0,59654.0,127.35,11.0,4.0,128973.76,46.0
2020-11-20,1761075.99,1653768.63,61,61,17855.0,79186.0,231.68,6.0,4.5,10800.4,42.0
2020-11-21,1277317.49,1191035.2,55,55,17079.0,83706.0,308.27,11.0,4.2727272727272725,179593.46,48.0
2020-11-22,1402812.95,1422457.39,56,56,16764.0,75792.0,253.04000000000002,15.0,4.2,28647.399999999998,47.0
2020-11-23,1254495.47,1331674.56,55,55,15370.0,81227.0,341.99,10.0,4.1,67409.23999999999,55.0
2020-11-24,1234768.03,1251831.61,46,46,18796.0,84515.0,312.25,7.0,3.857142857142857,56070.14,49.0
2020-11-25,1016787.85,1011073.66,34,34,15420.0,54787.0,329.68,9.0,4.555555555555555,12441.529999999999,49.0
2020-11-26,1003033.14,1066907.31,39,38,16733.0,79614.0,114.63,7.0,3.857142857142857,35079.149999999994,64.0
2020-11-27,2064673.72,2076697.24,83,81,17323.0,92052.0,180.74,8.0,4.0,40637.5,49.0
2020-11-28,2102733.52,2118368.35,76,76,18543.0,71710.0,256.77,9.0,4.222222222222222,26387.45,50.0
2020-11-29,1696662.48,1642786.66,77,77,18159.0,98612.0,240.02,12.0,3.6666666666666665,40196.56,48.0
2020-11-30,1376299.12,1423882.94,68,67,17824.0,69923.0,476.75,11.0,3.8181818181818183,3583.2,46.0
2020-12-01,1160032.88,1083886.83,65,65,19647.0,101454.0,234.46,13.0,4.538461538461538,112123.0,54.0
2020-12-02,370653.23,366277.85,20,20,20023.0,69321.0,289.99,7.0,3.5714285714285716,45701.78999999999,48.0
2020-12-03,528608.48,509665.44,25,25,20422.0,85659.0,260.63,13.0,3.923076923076923,7186.06,51.0
2020-12-04,645703.05,632473.93,27,27,16123.0,75877.0,133.99,10.0,4.5,11437.42,45.0
2020-12-05,653591.96,700683.81,34,34,19449.0,102800.0,160.4,15.0,3.933333333333333,111921.05,60.0
2020-12-06,755648.75,731905.7,33,33,19233.0,87799.0,206.69,10.0,3.9,10875.44,42.0
2020-12-07,832522.38,856716.78,45,45,17942.0,75482.0,87.13,6.0,4.5,129068.67,42.0
2020-12-08,1297656.34,1226584.15,60,59,18946.0,83991.0,255.39000000000001,9.0,4.222222222222222,141598.01,49.0
2020-12-09,1154833.63,1135523.17,63,62,19732.0,64921.0,360.47,5.0,4.2,65343.05,41.0
2020-12-10,696601.42,694712.49,40,40,16485.0,64712.0,602.46,5.0,3.4,113027.2,44.0
2020-12-11,708701.4,714731.83,44,44,16188.0,58965.0,319.76,12.0,3.9166666666666665,40920.88,47.0
2020-12-12,1122552.93,1114505.97,67,65,16777.0,71386.0,413.41,12.0,3.25,83758.97,48.0
2020-12-13,937152.62,894184.44,56,56,16467.0,58632.0,405.97,11.0,4.090909090909091,32621.29,59.0
2020-12-14,1601200.69,1536265.51,84,84,19160.0,69801.0,468.09000000000003,13.0,3.769230769230769,93541.12,55.0
2020-12-15,1355809.66,1345601.61,83,83,20367.0,98777.0,552.47,7.0,4.0,7444.9400000000005,39.0
2020-12-16,1368150.26,1378715.06,70,70,19278.0,93923.0,322.21,6.0,4.166666666666667,86677.26000000001,43.0
2020-12-17,1104685.57,1105268.19,46,46,19854.0,70559.0,354.99,9.0,3.4444444444444446,3116.0299999999997,47.0
2020-12-18,1251306.12,1173503.24,57,57,20218.0,75635.0,558.37,6.0,4.166666666666667,33049.38,48.0
2020-12-19,1648432.09,1604918.15,67,67,20038.0,91258.0,371.74,6.0,4.666666666666667,11718.91,46.0
2020-12-20,1777867.4,1748875.07,82,81,20214.0,71596.0,336.52,12.0,4.5,43901.6,51.0
2020-12-21,2040125.86,2025685.77,99,99,18862.0,79432.0,547.76,10.0,3.4,10632.44,45.0
2020-12-22,2050706.5,1957791.36,117,116,18707.0,83873.0,650.21,8.0,3.625,25301.36,48.0
2020-12-23,1964805.24,2036033.68,82,82,19179.0,95061.0,613.6800000000001,9.0,3.888888888888889,16104.55,47.0
2020-12-24,1223063.47,1196024.1,69,69,20374.0,88847.0,517.67,4.0,4.0,19511.8,46.0
2020-12-25,1200258.49,1181002.97,59,58,19207.0,70159.0,530.33,12.0,3.8333333333333335,29559.550000000003,58.0
2020-12-26,1099988.0,1121806.33,78,77,19934.0,93736.0,450.75,11.0,3.727272727272727,39894.61,45.0
2020-12-27,1517374.4,1548752.98,89,88,22306.0,92481.0,443.3,12.0,4.0,53875.72,54.0
2020-12-28,3627797.75,3660309.96,179,179,18063.0,96451.0,684.11,9.0,4.0,51768.6,44.0
2020-12-29,2940732.69,2915164.04,154,152,21080.0,90633.0,816.79,6.0,3.3333333333333335,6984.31,62.0
2020-12-30,2881135.64,2881761.18,124,124,20533.0,69320.0,717.84,14.0,4.357142857142857,20080.57,41.0
2020-12-31,2153864.87,2157011.11,89,89,17767.0,93445.0,966.65,15.0,4.4,50731.28,33.0
2021-01-01,1553431.51,1547553.58,69,69,14570.0,49430.0,421.43,10.0,4.1,30439.190000000002,39.0
2021-01-02,378420.41,311258.46,17,17,13267.0,60079.0,458.97,16.0,4.25,17329.16,43.0
2021-01-03,677894.56,516308.19,22,22,14741.0,73963.0,149.26,12.0,4.5,26183.67,46.0
2021-01-04,819877.04,631242.67,26,26,14929.0,52523.0,30.189999999999998,10.0,4.6,47788.549999999996,50.0
2021-01-05,1174326.91,961163.6,42,42,16138.0,53744.0,81.39,12.0,3.8333333333333335,50469.32,50.0
2021-01-06,1114251.05,906466.26,22,22,16334.0,83419.0,204.79,14.0,3.7857142857142856,33837.28,36.0
2021-01-07,837846.02,690390.14,30,30,16711.0,91756.0,148.9,17.0,3.176470588235294,27867.67,53.0
2021-01-08,1023293.14,849565.94,32,31,16364.0,62434.0,85.12,11.0,3.727272727272727,123284.57,58.0
2021-01-09,853729.27,699954.28,23,23,16343.0,64540.0,82.39,11.0,3.6363636363636362,19403.01,54.0
2021-01-10,1180728.66,984866.85,36,35,13484.0,58053.0,86.32,21.0,3.5714285714285716,19936.95,46.0
2021-01-11,1515387.6,1201417.37,39,39,16493.0,55382.0,38.09,18.0,4.166666666666667,56635.67,30.0
2021-01-12,1062807.64,869052.09,35,35,15881.0,69707.0,209.79,7.0,3.857142857142857,112050.69,58.0
2021-01-13,1070756.5,856031.34,33,33,15076.0,53234.0,175.97,14.0,4.071428571428571,25798.0,62.0
2021-01-14,764427.24,629061.31,30,30,16537.0,53246.0,84.59,13.0,3.6153846153846154,35947.1,48.0
2021-01-15,977003.78,779003.57,29,29,15763.0,60315.0,94.52,5.0,3.8,47180.83,45.0
2021-01-16,1185774.61,916210.38,32,32,15667.0,78596.0,113.84,12.0,4.166666666666667,85560.42607142858,52.0
2021-01-17,1224098.2,966990.57,37,37,16227.0,67057.0,152.18,14.0,4.0,62180.63,54.0
2021-01-18,2502006.18,1916159.06,61,61,15948.0,59449.0,129.03,10.0,4.2,27585.969999999998,52.0
2021-01-19,2011018.39,1652010.17,64,64,16117.0,68303.0,160.78,13.0,3.4615384615384617,30277.090000000004,45.0
2021-01-20,1595354.2,1216527.62,38,38,15543.0,69867.0,186.95,16.0,3.8125,33200.01,48.0
2021-01-21,1698207.91,1250048.47,46,46,15673.0,61671.0,66.22,13.0,3.3076923076923075,35578.240000000005,49.0
2021-01-22,1620041.5,1267935.48,40,40,16747.0,55374.0,81.86,18.0,3.7777777777777777,45560.21,46.0
2021-01-23,1744298.27,1412867.08,58,58,16160.0,61099.0,112.36,13.0,3.769230769230769,23808.52,60.0
2021-01-24,1862707.42,1491339.57,60,59,15728.0,57187.0,218.84,10.0,3.5,36259.81,54.0
2021-01-25,2346216.5,1913189.53,71,70,17059.0,85576.0,88.96,11.0,4.363636363636363,85560.42607142858,55.0
2021-01-26,2993616.58,2282478.29,78,78,16118.0,57820.0,278.72,9.0,4.111111111111111,73335.66,54.0
2021-01-27,2258351.94,1690062.59,65,65,17898.0,68989.0,213.5,7.0,4.0,31218.49,40.0
2021-01-28,2405871.45,1845885.39,67,67,14112.0,72021.0,295.35,8.0,3.625,11806.18,46.0
2021-01-29,2246568.53,1778946.6,64,64,15601.0,66036.0,322.74,13.0,3.6153846153846154,22301.12,48.0
2021-01-30,2167603.39,1754979.72,55,55,16213.0,85859.0,129.35,9.0,3.7777777777777777,160720.45,57.0
2021-01-31,1607178.02,1317474.79,51,51,14307.0,54842.0,255.21,9.0,4.0,117969.61,54.0
2021-02-01,1551374.11,1281321.59,55,55,24811.0,121401.0,178.05,12.0,3.5,56482.939999999995,46.0
2021-02-02,958876.9,764858.08,35,35,25619.0,116068.0,153.12,8.0,4.125,45740.75,57.0
2021-02-03,1095535.11,933310.92,39,38,24601.0,96562.0,105.12,10.0,4.0,39261.85,56.0
2021-02-04,1345207.17,1009834.12,37,37,24393.0,85004.0,209.38,5.0,4.2,15096.6,54.0
2021-02-05,1749418.05,1399602.15,47,47,23162.0,89702.0,149.48000000000002,9.0,4.666666666666667,9028.29,54.0
2021-02-06,1240787.91,940727.48,38,38,28524.0,141994.0,138.25,5.0,3.6,3827.26,43.0
